id,creation_tx,amount,timestamp,event_id,token,creator,certificate,certificate
1,0xd68cff4a405eca8e26046acf79253a34b02fa97e96586e509f8e3754726b01fe,50000000000000000,1677059302,1,0x95b26e2fc3ae2b01fd7356cc197032ffc4ac5fb9,0xbdc85027bcdbe20b3430523a773bf3008888fa9d,1,
2,0x115059b834fc7a953442a2ccbc0ea654f7e16d44fb2112b16e1a028b4a26baf2,1080000000000000000,1677521215,2,0x708eca859991fb4c6af7f90cad087cad3a95fcfe,0x2cad9f2e86674ee24c5ee76ff99dc7f314593994,2,
3,0x4ad3736e1acb25c4f3439cd276db5f2bb5c33346761a9aee753dceeadc81e58d,1260000000000000000,1677523295,3,0x708eca859991fb4c6af7f90cad087cad3a95fcfe,0x2cad9f2e86674ee24c5ee76ff99dc7f314593994,3,
4,0xc6b6c2f9b86e6588d09d61fc99bada4773298e0744c9e9e2822b0213fb069cc4,1000000000000000000,1677673583,4,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x5464d19f5561e7888ea0cc043715f4356d52d4cf,4,
5,0xf86a2416ef5de665b70f2c14368c695c0f43e49b8f4a0cd6abe330b3a69a4bb1,10000000000000000,1677774490,5,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x7ebf020a0052035cadc48561eab6d32b631c5b30,5,
6,0x1d8821d9bceb17fad8a04716a5028910957a223a50d85aacbc583840b03b0d40,100000000000000000,1678183324,6,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x6960a0abcfa0668b45f6fda7e2f13a6724bea28e,6,
7,0xbb628118f77aa17f112bf50b5dcfa09a66c475e904d1ac72e831532f5fb69259,100000000000000000,1678198774,7,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x6960a0abcfa0668b45f6fda7e2f13a6724bea28e,7,
8,0xfeb39bc96d5a46631bf86ba88660c6341262efc19e8fa19f304d21bbb27be48f,100000000000000000,1678198899,8,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x6960a0abcfa0668b45f6fda7e2f13a6724bea28e,8,
9,0x4e580a8328c9f5a5a5ada3831f5fb75d61e0a98614a82a68ada7fe3f540c353d,100000000000000000,1678199494,9,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x6960a0abcfa0668b45f6fda7e2f13a6724bea28e,9,
10,0x7c0d7ad3d57f8cccd9d68371aac6341bd38e9524c726b2c669f4a0a06f5eb982,100000000000000000,1678199689,10,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x6960a0abcfa0668b45f6fda7e2f13a6724bea28e,10,
11,0x00322f60480c030a77c456adf4877d34b52f903fe4ee9e5955e0268884d4273a,1000000000000000000,1678288244,11,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x6960a0abcfa0668b45f6fda7e2f13a6724bea28e,11,
12,0xdd85b021af7830933c1728f06fa7e364418711db6b16b605e960b93fb34929af,100000000000000000,1678295574,12,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x6960a0abcfa0668b45f6fda7e2f13a6724bea28e,12,
13,0xc2af89fa570f2f03e92e4621a9895efb52696433958072704732a4ea29328c6a,3046889206846524961,1678965466,13,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,13,
14,0x5ec60dbb9a9ccc2ee2e13469cf9f4e3139f0a498cf33fe555d2601e950ba11b6,6339185602671572213,1679352735,14,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x4b097d42bf7f0629d7c5c2b005c85ff967c0dba4,14,
15,0x479c0755507f619071efcfcf72a9154a0744eebd90206d1812955f87d8965ab2,100,1679575855,15,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x8d7eba777ec06a1517e15ddd993f69fedf3e81d6,,
16,0x343f548dcd404ad4f72dd90e44da81597d44cb89b7c7731a22825bed35993909,1537535478223454306,1679626405,16,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xce10d577295d34782815919843a3a4ef70dc33ce,15,
17,0xa5435c79df9e5aa5a47d9508c1a03c2af656b836d68828213ce0cbd8727bd8c3,1000000000000000000,1680028885,17,0xb55f892d2d58a29d5f9143e9bc3f79d01ab28274,0x0afbea5597875c33047ab0004575f636e652c49e,16,
18,0xd132e0cb5c54ff53e3d2ef0e3beb3932d8fba0638764164f4bfa1a90027ce84d,1700000000000000000,1680028940,18,0xb55f892d2d58a29d5f9143e9bc3f79d01ab28274,0x0afbea5597875c33047ab0004575f636e652c49e,17,
19,0xb00b2dd816b0189a271a6ee6b35b996d708e6872878cc5487b74f20358dd17bd,1000000000000000000,1680029240,19,0x708eca859991fb4c6af7f90cad087cad3a95fcfe,0x0afbea5597875c33047ab0004575f636e652c49e,18,
20,0x81a6b7c7242c79ab45cff2cbccc58621bb2105b60462fb4755ff4c374bf18eea,1000000000000000000,1680127419,20,0x708eca859991fb4c6af7f90cad087cad3a95fcfe,0x7583425ac0ced0963f5c9f4b3d8a02f38a56137e,19,
21,0xe4ffe4eaf34ee0069d46f63e107a44a7c5659bd06b3179e5561d4ac826f0957c,1005643804603553619,1680296699,21,0xb55f892d2d58a29d5f9143e9bc3f79d01ab28274,0x1a71e33bccb0d75e661a767f9d662f17f11d2b12,20,
22,0x136c3be360f34713219d55e4343e7e8b100833d6783eeeca7abb31710b1d228c,1000000000000000000,1680336304,22,0xb55f892d2d58a29d5f9143e9bc3f79d01ab28274,0x0afbea5597875c33047ab0004575f636e652c49e,21,
23,0x6704c40b202b991ffea7606ffcb6ee25a3a50e048c8549d4425faefe51e9feef,1,1680356299,23,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xd72fc3d91e21ed73683064736fdebd6a3e52df08,,
24,0x7d9a61451fd2722710cf6dbd2fac876f9e55a34ea34a17d67e1456ad10538906,1,1680357464,24,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xd72fc3d91e21ed73683064736fdebd6a3e52df08,,
25,0xad970aa0e81b6ea4ba737b04faf4ca6244bbc9c4d577c9a1eb8a74075525dca4,24548000000000000,1681735980,25,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
26,0x7ff9112e281037459481a38ef49a99fc1886b8eff57ed042fa59d3737f0af6a7,1000000000000000000,1681744055,26,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xcd4846e7b1a2b17b9a9aeb89b16776806a6615c7,22,
27,0x59641f11895d0369e91982c75dd002d0eedc8597b28f842da9a122a79d0206b1,2654874144110288625,1681895287,27,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xbfce5ef4f16522d9059da2776e4619f893a955cf,23,
28,0x600416e8e7ec213d7582427df471f926004b0f1822c6108ee47337080e8457e5,24490000000000000,1681905642,28,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
29,0xdb213559ce36e8fb1a3c4ba4030281f8cca2d1f43f86450d52fd4b2762f2b96e,53000000000000,1681906687,29,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
30,0x1c4da1e170f54d0a6f5848304917464d01652d8e7345f160fab95ce88b79d9a8,46000000000000,1681907007,30,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
31,0x63ab6164109520663a3b20f6a360a1724f19cd88893c2d201ccb2b95f2bcc9b6,415000000000000,1681909232,31,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
32,0x35cb725b3a7fe28066f645ad31e463277027c0f4140c8e17871c409193776dc2,46000000000000,1681910297,32,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
33,0x99195eed80f3b75ad3dea4f81c3559900840b9bfe0769dee5fdd3b64e1d7e36c,46000000000000,1681910407,33,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
34,0x8e8db04e14a3985a2773862dd95a360c84ea6426f4e20170d4207bbb4db8622a,46000000000000,1681911252,34,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
35,0x47dca2cef8c259c8a3d3c547f10095da19fb20390528a1a43b7f2082f5c18cdc,83000000000000,1681911802,35,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
36,0xfe7d49c5ba4f538cc0b5392a3d03b07310c377b50179378db4bdeefa0fad92b2,83000000000000,1681911942,36,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
37,0x000a1fc739edf02e85e29c0fe2c12d070767a1ff2bea8d27a697e9cb044c3bac,358760000000000000,1681911947,37,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xb52d11d054bcddd8acb7665f507ef3040f7a78b8,,
38,0x899b8c1d1d384cb2f949cf593f77d10e612efe9fdc15100e574b61681c5aca74,24548000000000000,1681993302,38,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xe440eb643249069836f2368ffc962703dbff0c85,,
39,0x442a99c5e7ba0dc32ef1f07a91d1d029d01ecf38fc3e07d03672e40c5bfea7d9,33427000000000000,1681995367,39,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xe440eb643249069836f2368ffc962703dbff0c85,,
40,0xeed35f2e950453b5c72521342688aaeeb0272796b0fc412f2f8d07288c42bd2a,51000000000000,1681995767,40,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xe440eb643249069836f2368ffc962703dbff0c85,,
41,0x8071a08b0996677fb05058731b00fc75e76fd719c8aea969a521a5f2cb0b0d00,1487000000000000,1681996537,41,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xe440eb643249069836f2368ffc962703dbff0c85,,
42,0x98900b31372aac19f40e53453bc01cb4a02e9a2a1dc81196096a83430c3f527a,42505000000000000,1682000587,42,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x80f9a72379ad3517c4f20dc072876cb4922dc827,,
43,0xac7097464e7b86b4e4e49fb81526a23f72c34d441f503bad38f069738e5dcea1,165000000000000,1682001637,43,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x80f9a72379ad3517c4f20dc072876cb4922dc827,,
44,0x9f01dc44ed5fd74951633a4d16860b85535f5a222dec8a4e9fbfef8225a7a49b,3812000000000000,1682001857,44,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x80f9a72379ad3517c4f20dc072876cb4922dc827,,
45,0xab5336d53fe4973497a9872c11e1299708212414d83e8bb3489258d04c74954e,1035023934271004116,1682120737,45,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x50a976575f8c3f8d46ac3a002e79665bfc206ee6,24,
46,0xed1ba285b974f43d30a85261a4bc9e4b02f6dcfb64112f4ff81af005f58b1a8c,1000000000000000000,1682125247,46,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x50a976575f8c3f8d46ac3a002e79665bfc206ee6,25,
47,0xe57465a170f7c17bc0fc68efdcc0f88a7e0837e49c5191f1570372c278be0a7f,1851848984799290203,1682125967,47,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x290e8fd2e33fcdbd6be94f1b9b576bd92ffcc18d,26,
48,0xb224b2dbb78297247dd59d26c43703ebb2bbff1ba1be233304ff42145830a1d3,2589523342045234898,1682174302,48,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xd3b18a245742fdaaf7197a18ed3f840b05b6f37b,27,
49,0x8efa659716fa40268ca58ec83328b189a429d2b6e16174937aafbe2d518cf9c5,314000000000000,1682606501,49,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x60d15e4cbea0b66f955482ce431511c251e6eca7,,
50,0xe217611b41c729c3b7d93a848faa3c98ae227c49238fc23ba00b7d7843637cbb,14000000000000,1682607336,50,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x60d15e4cbea0b66f955482ce431511c251e6eca7,,
51,0x719ab3f9d2edce45232961c6ac99f43eea02626e5dc774d30542ff98c396dcbd,12000000000000,1682942951,51,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0xa946c5ab0c873e33ae3c4d8270f41ff9c92b1da1,,
52,0x157b6b261953aaf8fc8dce936c4a9b90f9144cedc1db61185023a69a0e047171,12000000000000,1682946821,52,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x994411d2977b45989c718c2e09a0a9671283728b,,
53,0x46484683c1bb939e9b733d21964f1fcd72c3054e66103a636aa490314c3f0bb3,30958000000000000,1682947131,53,0x96e58418524c01edc7c72dadde5fd5c1c82ea89f,0x994411d2977b45989c718c2e09a0a9671283728b,,
